X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-8608336.22304384,5648324.32877549,Bancroft District,2015,Brook Trout,Northeast Lake,lac Northeast,,18-3162-50045,DENBIGH,Yearlings,350,45.17,-77.33,162
-8629486.92629457,5642010.59611231,Bancroft District,2015,Brook Trout,Parkhurst Lake,lac Parkhurst,,18-3017-50009,ASHBY,Yearlings,750,45.13,-77.52,163
-8769749.48469409,5642010.59611231,Bancroft District,2015,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,500,45.13,-78.78,164
-8677354.30733567,5687886.02276011,Bancroft District,2015,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42,-77.95,165
-8662882.77353255,5679959.71300799,Bancroft District,2015,Brook Trout,Potash Lake,lac Potash,,18-2785-50287,BANGOR,Yearlings,700,45.37,-77.82,166
-8635052.90083423,5637278.20189053,Bancroft District,2015,Brook Trout,Pritchard Lake,lac Pritchard,,18-2971-49978,MAYO,Yearlings,1300,45.1,-77.57,167
-8559355.6470948,5635701.28976242,Bancroft District,2015,Brook Trout,Quinn Lake,lac Quinn,,18-3509-49947,SOUTH CANONTO,Yearlings,1600,45.09,-76.89,168
-8558242.45218687,5632548.29355632,Bancroft District,2015,Brook Trout,Raindrop Lake,lac Raindrop,,18-3514-49925,SOUTH CANONTO,Yearlings,850,45.07,-76.88,169
-8608336.22304384,5642010.59611231,Bancroft District,2015,Brook Trout,Rettans Lake,lac Rettans,,18-3165-50000,DENBIGH,Yearlings,400,45.13,-77.33,170
-8562695.2318186,5648324.32877549,Bancroft District,2015,Brook Trout,Rockcliffe Lake,lac Rockcliffe,,18-3488-50038,NORTH CANONTO,Yearlings,550,45.17,-76.92,171
-8606109.83322798,5637278.20189053,Bancroft District,2015,Brook Trout,Rolufs Lake,lac Rolufs,,18-3179-49975,DENBIGH,Yearlings,2000,45.1,-77.31,172
-8594977.88414865,5643588.6139485,Bancroft District,2015,Brook Trout,Rose Lake,lac Rose,,18-3256-50014,DENBIGH,Yearlings,300,45.14,-77.21,173
-8612789.00267558,5648324.32877549,Bancroft District,2015,Brook Trout,Ruby Lake,lac Ruby,,18-3132-50047,ASHBY,Yearlings,1300,45.17,-77.37,174
-8633939.7059263,5649903.45464165,Bancroft District,2015,Brook Trout,Salt Lake,lac Salt,,18-2984-50062,CARLOW,Yearlings,450,45.18,-77.56,175
-8577166.76562173,5596367.83294289,Bancroft District,2015,Brook Trout,Shoepack Lake,lac Shoepack,,18-3375-49678,BARRIE,Yearlings,1700,44.84,-77.05,176
-8691825.8411388,5667292.17772957,Bancroft District,2015,Brook Trout,Silversheen Lake,lac Silversheen,,17-7285-50200,MCCLURE,Yearlings,1100,45.29,-78.08,177
-8623920.9517549,5623095.9189356,Bancroft District,2015,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,220,45.01,-77.47,178
-8562695.2318186,5642010.59611231,Bancroft District,2015,Brook Trout,Snowshoe Lake,lac Snowshoe,,18-3484-49996,NORTH CANONTO,Yearlings,400,45.13,-76.92,179
-8567148.01145033,5627820.86720405,Bancroft District,2015,Brook Trout,South Portage Lake,lac Portage Sud,,18-3456-49894,MILLER,Yearlings,1350,45.04,-76.96,180
-8560468.84200274,5634124.65369923,Bancroft District,2015,Brook Trout,South Quinn Lake,lac Quinn Sud,,18-3496-49939,SOUTH CANONTO,Yearlings,2250,45.08,-76.9,181
-8563808.42672654,5627820.86720405,Bancroft District,2015,Brook Trout,Spring Lake,lac Spring,,18-3478-49900,MILLER,Yearlings,300,45.04,-76.93,182
-8547110.50310755,5646745.48013483,Bancroft District,2015,Brook Trout,Straddlebug Lake,lac Straddlebug,,18-3594-50029,NORTH CANONTO,Yearlings,900,45.16,-76.78,183
-8563808.42672654,5642010.59611231,Bancroft District,2015,Brook Trout,Sullivan Lake,lac Sullivan,,18-3477-49998,NORTH CANONTO,Yearlings,1125,45.13,-76.93,184
-8639505.68046596,5627820.86720405,Bancroft District,2015,Brook Trout,Swordfingal Lake,lac Swordfingal,,18-2938-49906,MAYO,Yearlings,1000,45.04,-77.61,185
-8669561.94298015,5640432.85492059,Bancroft District,2015,Brook Trout,Tim Lake,lac Tim,,18-2731-50011,HERSCHEL,Yearlings,1500,45.12,-77.88,186
-8619468.17212317,5642010.59611231,Bancroft District,2015,Brook Trout,Toor Lake,lac Toor,,18-3085-50006,ASHBY,Yearlings,1050,45.13,-77.43,187
-8578279.96052966,5638855.39022831,Bancroft District,2015,Brook Trout,Triple Lake,lac Triple,,18-3374-49979,MILLER,Yearlings,1650,45.11,-77.06,188
-8698505.0105864,5708527.33860456,Bancroft District,2015,Brook Trout,Tuya Lake,lac Tuya,,17-7229-50479,AIRY,Yearlings,450,45.55,-78.14,189
-8707410.56984986,5711707.15978709,Bancroft District,2015,Brook Trout,West Headstone Lake,lac Headstone Ouest,,17-7163-50499,AIRY,Yearlings,2800,45.57,-78.22,190
-8679580.69715154,5676791.15121187,Bancroft District,2015,Brook Trout,Wicklow Lake,lac Wicklow,,18-2673-50266,WICKLOW,Yearlings,1300,45.35,-77.97,191
-8691825.8411388,5718070.20077516,Bancroft District,2015,Brook Trout,Wish Lake,lac Wish,,17-7274-50554,MURCHISON,Yearlings,1350,45.61,-78.08,192
-8750825.17125924,5602649.68397995,Bancroft District,2015,Brown Trout,Drag River,rivière Drag,,17-6882-49744,SNOWDON,Yearlings,600,44.88,-78.61,193
-8692939.03604673,5566588.42148956,Bancroft District,2015,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2500,44.65,-78.09,194
-8753051.5610751,5591659.30616487,Bancroft District,2015,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,700,44.81,-78.63,195
-8753051.5610751,5591659.30616487,Bancroft District,2015,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,700,44.81,-78.63,196
-8553789.67255514,5627820.86720405,Bancroft District,2015,Brown Trout,Summit Lake,lac Summit,,18-3549-49895,SOUTH CANONTO,Yearlings,3500,45.04,-76.84,197
-8560468.84200274,5635701.28976242,Bancroft District,2015,Brown Trout,West Quinn Lake,lac Quinn Ouest,,18-3492-49939,SOUTH CANONTO,Yearlings,1000,45.09,-76.9,198
-8611675.80776764,5643588.6139485,Bancroft District,2015,Lake Trout,Ashby White Lake,lac Ashby White,,18-3141-50021,ASHBY,Yearlings,800,45.14,-77.36,199
-8666222.35825635,5624670.62658942,Bancroft District,2015,Lake Trout,Bay Lake,lac Bay,,18-2749-49893,FARADAY,Yearlings,700,45.02,-77.85,200
-8784221.01849722,5623095.9189356,Bancroft District,2015,Splake,Otterhead Lake,lac Otterhead,,17-6646-49860,HINDON,Yearlings,400,45.01,-78.91,201
-8686259.86659914,5660965.11025166,Bancroft District,2015,Splake,Oxbend Lake,lac Oxbend,,17-7328-50148,MCCLURE,Yearlings,900,45.25,-78.03,202
-8660656.38371668,5676791.15121187,Bancroft District,2015,Splake,Poplar Pond,étang Poplar,,18-2803-50263,BANGOR,Yearlings,1150,45.35,-77.8,203
-8706297.37494192,5697406.86550113,Bancroft District,2015,Splake,Poverty Lake,lac Poverty,,17-7173-50403,AIRY,Yearlings,1500,45.48,-78.21,204
-8705184.18003399,5563459.42891684,Bancroft District,2015,Splake,Shark Lake,lac Shark,,17-7217-49461,BURLEIGH,Yearlings,1950,44.63,-78.2,205
-8650637.62954529,5607363.93874804,Bancroft District,2015,Splake,Spring Lake,lac Spring,,18-2859-49773,LIMERICK,Yearlings,550,44.91,-77.71,206
-8622807.75684697,5645166.90857427,Bancroft District,2015,Splake,Spring Lake,lac Spring,,18-3060-50034,ASHBY,Yearlings,1700,45.15,-77.46,207
-8622807.75684697,5645166.90857427,Bancroft District,2015,Splake,Spring Lake,lac Spring,,18-3060-50034,ASHBY,Yearlings,2300,45.15,-77.46,208
-8640618.87537389,5621521.48619207,Bancroft District,2015,Splake,Spruce Lake,lac Spruce,,18-2929-49863,MAYO,Yearlings,250,45,-77.62,209
-8784221.01849722,5627820.86720405,Bancroft District,2015,Splake,Upper Crane Lake,lac Upper Crane,,17-6639-49903,HINDON,Yearlings,450,45.04,-78.91,210
-8660656.38371668,5593228.54285185,Bancroft District,2015,Splake,Urbach Lake,lac Urbach,,18-2779-49676,WOLLASTON,Yearlings,550,44.82,-77.8,211
-8778655.04395755,5649903.45464165,Bancroft District,2015,Splake,Wren Lake,lac Wren,,17-6680-50055,SHERBORNE,Yearlings,1100,45.18,-78.86,212
-8741919.61199577,5624670.62658942,Bancroft District,2015,Walleye,Barnum Lake,lac Barnum,,17-6944-49888,DYSART,Fry,1500,45.02,-78.53,213
-8739693.22217991,5627820.86720405,Bancroft District,2015,Walleye,Head Lake,lac Head,,17-6956-49911,DYSART,Fry,220000,45.04,-78.51,214
-8697391.81567846,5596367.83294289,Bancroft District,2016,Brook Trout,,,Stethan Lake (Unofficial Name),17-7268-49693,ANSTRUTHER,Yearlings,600,44.84,-78.13,215
-8640618.87537389,5624670.62658942,Bancroft District,2016,Brook Trout,,,Dovetail Lake (Unofficial Name),18-2932-49884,MAYO,Yearlings,1000,45.02,-77.62,216
-8765296.70506236,5649903.45464165,Bancroft District,2016,Brook Trout,,,NL (Unofficial Name),17-6768-50053,SHERBORNE,Yearlings,300,45.18,-78.74,217
-8767523.09487823,5654642.49704846,Bancroft District,2016,Brook Trout,,,Glennie Lake (Unofficial Name),17-6751-50088,SHERBORNE,Yearlings,1400,45.21,-78.76,218
-8701844.59531019,5602649.68397995,Bancroft District,2016,Brook Trout,,,Gil Lake (Unofficial Name),17-7232-49739,ANSTRUTHER,Yearlings,250,44.88,-78.17,219
-8678467.50224361,5702171.08889624,Bancroft District,2016,Brook Trout,,,Tub Lake (Unofficial Name),18-2682-50442,MURCHISON,Yearlings,500,45.51,-77.96,220
-8725221.68837678,5608935.90376402,Bancroft District,2016,Brook Trout,,,Little Bob Lake (Unofficial Name),17-7066-49773,GLAMORGAN,Yearlings,600,44.92,-78.38,221
-8682920.28187534,5632548.29355632,Bancroft District,2016,Brook Trout,,,Mitchell Lake (Unofficial Name),17-7355-49949,HERSCHEL,Yearlings,2100,45.07,-78,222
-8705184.18003399,5601078.81200751,Bancroft District,2016,Brook Trout,,,Runaround Lake (Unofficial Name),17-7206-49725,ANSTRUTHER,Yearlings,2200,44.87,-78.2,223
-8704070.98512606,5588521.64879708,Bancroft District,2016,Brook Trout,,,Little Copper Lake (Unofficial Name),17-7222-49612,ANSTRUTHER,Yearlings,800,44.79,-78.19,224
-8702957.79021813,5596367.83294289,Bancroft District,2016,Brook Trout,,,Stick Lake (Unofficial Name),17-7222-49690,ANSTRUTHER,Yearlings,600,44.84,-78.18,225
-8556016.06237101,5635701.28976242,Bancroft District,2016,Brook Trout,,,Grace Lake (Unofficial Name),18-3530-49952,SOUTH CANONTO,Yearlings,650,45.09,-76.86,226
-8690712.64623087,5653062.5386325,Bancroft District,2016,Brook Trout,,,North Chainy Lake (Unofficial Name),17-7296-50100,MCCLURE,Yearlings,750,45.2,-78.07,227
-8691825.8411388,5601078.81200751,Bancroft District,2016,Brook Trout,,,Burleigh Lake (Unofficial Name),17-7303-49726,CHANDOS,Yearlings,1450,44.87,-78.08,228
-8697391.81567846,5716479.01532683,Bancroft District,2016,Brook Trout,Barns Lake,lac Barns,,17-7236-50534,MURCHISON,Yearlings,1150,45.6,-78.13,229
-8607223.02813591,5638855.39022831,Bancroft District,2016,Brook Trout,Big Birch Lake,grand lac Birch,,18-3172-49986,DENBIGH,Yearlings,1300,45.11,-77.32,230
-8656203.60408495,5580682.25878921,Bancroft District,2016,Brook Trout,Big Buck Lake,lac Big Buck,,18-2810-49587,LAKE,Yearlings,750,44.74,-77.76,231
-8592751.49433279,5604220.82899895,Bancroft District,2016,Brook Trout,Bon Echo Creek,ruisseau Bon Écho,,18-3263-49740,BARRIE,Yearlings,500,44.89,-77.19,232
-8557129.25727894,5630972.20918911,Bancroft District,2016,Brook Trout,Bullseye Lake,lac Bullseye,,18-3525-49914,SOUTH CANONTO,Yearlings,300,45.06,-76.87,233
-8757504.34070683,5648324.32877549,Bancroft District,2016,Brook Trout,Cat Lake,lac Cat,,17-6823-50050,STANHOPE,Yearlings,3000,45.17,-78.67,234
-8687373.06150707,5623095.9189356,Bancroft District,2016,Brook Trout,Centre Lake,lac Centre,,17-7326-49882,CARDIFF,Yearlings,5000,45.01,-78.04,235
-8561582.03691067,5630972.20918911,Bancroft District,2016,Brook Trout,Croker Lake,lac Croker,,18-3495-49921,SOUTH CANONTO,Yearlings,1550,45.06,-76.91,236
-8660656.38371668,5670457.38474827,Bancroft District,2016,Brook Trout,Davis Pond,étang Davis,,18-2800-50217,WICKLOW,Yearlings,700,45.31,-77.8,237
-8598317.46887245,5632548.29355632,Bancroft District,2016,Brook Trout,Eno Lake,lac Eno,,18-3229-49934,DENBIGH,Yearlings,1000,45.07,-77.24,238
-8602770.24850418,5619947.32821492,Bancroft District,2016,Brook Trout,Feeny Lake,lac Feeny,,18-3198-49846,EFFINGHAM,Yearlings,2300,44.99,-77.28,239
-8665109.16334842,5706937.85231887,Bancroft District,2016,Brook Trout,Fish Lake,lac Fish,,18-2777-50469,DICKENS,Yearlings,1200,45.54,-77.84,240
-8567148.01145033,5640432.85492059,Bancroft District,2016,Brook Trout,Graham Lake,lac Graham,,18-3457-49980,MILLER,Yearlings,500,45.12,-76.96,241
-8610562.61285971,5651482.85787879,Bancroft District,2016,Brook Trout,Graham Lake,lac Graham,,18-3148-50066,DENBIGH,Yearlings,750,45.19,-77.35,242
-8620581.3670311,5635701.28976242,Bancroft District,2016,Brook Trout,Horseshoe Lake,lac Horseshoe,,18-3074-49964,ASHBY,Yearlings,600,45.09,-77.44,243
-8597204.27396452,5657803.24745032,Bancroft District,2016,Brook Trout,Hydes Creek,ruisseau Hydes,,18-3247-50111,LYNDOCH,Yearlings,1500,45.23,-77.23,244
-8643958.46009769,5619947.32821492,Bancroft District,2016,Brook Trout,Jimmie Lake,lac Jimmie,,18-2908-49851,DUNGANNON,Yearlings,700,44.99,-77.65,245
-8669561.94298015,5679959.71300799,Bancroft District,2016,Brook Trout,Johnson Lake,lac Johnson,,18-2744-50289,WICKLOW,Yearlings,1250,45.37,-77.88,246
-8788673.79812895,5624670.62658942,Bancroft District,2016,Brook Trout,Ketch Lake,lac Ketch,,17-6615-49885,HINDON,Yearlings,2000,45.02,-78.95,247
-8601657.05359625,5621521.48619207,Bancroft District,2016,Brook Trout,Kilpecker Creek,ruisseau Kilpecker,,18-3200-49854,EFFINGHAM,Yearlings,500,45,-77.27,248
-8569374.4012662,5634124.65369923,Bancroft District,2016,Brook Trout,Kitchen Lake,lac Kitchen,,18-3435-49939,MILLER,Yearlings,350,45.08,-76.98,249
-8564921.62163447,5648324.32877549,Bancroft District,2016,Brook Trout,Little Camp Lake,petit lac Camp,,18-3475-50040,NORTH CANONTO,Yearlings,700,45.17,-76.94,250
-8621694.56193904,5621521.48619207,Bancroft District,2016,Brook Trout,Little Long Lake,petit lac Long,,18-3067-49861,EFFINGHAM,Yearlings,1400,45,-77.45,251
-8564921.62163447,5621521.48619207,Bancroft District,2016,Brook Trout,Little Mosque Lake,petit lac Mosque,,18-3470-49849,MILLER,Yearlings,1600,45,-76.94,252
-8548223.69801548,5649903.45464165,Bancroft District,2016,Brook Trout,Lonewolf Lake,lac Lonewolf,,18-3589-50045,NORTH CANONTO,Yearlings,950,45.18,-76.79,253
-8561582.03691067,5640432.85492059,Bancroft District,2016,Brook Trout,Longbay Lake,lac Longbay,,18-3494-49982,NORTH CANONTO,Yearlings,4650,45.12,-76.91,254
-8708523.76475779,5708527.33860456,Bancroft District,2016,Brook Trout,Lunch Lake,lac Lunch,,17-7154-50481,AIRY,Yearlings,300,45.55,-78.23,255
-8553789.67255514,5648324.32877549,Bancroft District,2016,Brook Trout,McCreary Lake,lac McCreary,,18-3552-50038,NORTH CANONTO,Yearlings,1250,45.17,-76.84,256
-8588298.71470106,5602649.68397995,Bancroft District,2016,Brook Trout,McDowall Lake,lac McDowall,,18-3300-49727,BARRIE,Yearlings,550,44.88,-77.15,257
-8551563.28273927,5635701.28976242,Bancroft District,2016,Brook Trout,Minnow Lake,lac Minnow,,18-3560-49945,SOUTH CANONTO,Yearlings,500,45.09,-76.82,258
-8771975.87450996,5653062.5386325,Bancroft District,2016,Brook Trout,Nehemiah Lake,lac Nehemiah,,17-6724-50078,SHERBORNE,Yearlings,1000,45.2,-78.8,259
-8695165.4258626,5713297.49498224,Bancroft District,2016,Brook Trout,North Moonbeam Lake,lac Moonbeam Nord,,17-7249-50516,MURCHISON,Yearlings,900,45.58,-78.11,260
-8611675.80776764,5640432.85492059,Bancroft District,2016,Brook Trout,Nowlan Lake,lac Nowlan,,18-3141-49996,ASHBY,Yearlings,1000,45.12,-77.36,261
-8690712.64623087,5711707.15978709,Bancroft District,2016,Brook Trout,Otherside Lake,lac Otherside,,17-7282-50506,MURCHISON,Yearlings,1500,45.57,-78.07,262
-8553789.67255514,5637278.20189053,Bancroft District,2016,Brook Trout,Otter Lake,lac Otter,,18-3549-49962,SOUTH CANONTO,Yearlings,550,45.1,-76.84,263
-8690712.64623087,5668874.64167682,Bancroft District,2016,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.3,-78.07,264
-8660656.38371668,5676791.15121187,Bancroft District,2016,Brook Trout,Poplar Pond,étang Poplar,,18-2803-50263,BANGOR,Yearlings,750,45.35,-77.8,265
-8706297.37494192,5697406.86550113,Bancroft District,2016,Brook Trout,Poverty Lake,lac Poverty,,17-7173-50403,AIRY,Yearlings,1007,45.48,-78.21,266
-8559355.6470948,5635701.28976242,Bancroft District,2016,Brook Trout,Quinn Lake,lac Quinn,,18-3509-49947,SOUTH CANONTO,Yearlings,800,45.09,-76.89,267
-8559355.6470948,5635701.28976242,Bancroft District,2016,Brook Trout,Quinn Lake,lac Quinn,,18-3509-49947,SOUTH CANONTO,Yearlings,800,45.09,-76.89,268
-8607223.02813591,5646745.48013483,Bancroft District,2016,Brook Trout,Rainy Lake,lac Rainy,,18-3169-50039,DENBIGH,Yearlings,300,45.16,-77.32,269
-8608336.22304384,5642010.59611231,Bancroft District,2016,Brook Trout,Rettans Lake,lac Rettans,,18-3165-50000,DENBIGH,Yearlings,750,45.13,-77.33,270
-8554902.86746307,5648324.32877549,Bancroft District,2016,Brook Trout,Rock Lake,lac Rock,,18-3547-50048,NORTH CANONTO,Yearlings,350,45.17,-76.85,271
-8771975.87450996,5653062.5386325,Bancroft District,2016,Brook Trout,Ronald Lake,lac Ronald,,17-6726-50084,SHERBORNE,Yearlings,1200,45.2,-78.8,272
-8594977.88414865,5643588.6139485,Bancroft District,2016,Brook Trout,Rose Lake,lac Rose,,18-3256-50014,DENBIGH,Yearlings,450,45.14,-77.21,273
-8704070.98512606,5710117.10771093,Bancroft District,2016,Brook Trout,Seesaw Lake,lac Seesaw,,17-7185-50495,AIRY,Yearlings,800,45.56,-78.19,274
-8766409.89997029,5653062.5386325,Bancroft District,2016,Brook Trout,Shoelace Lake,lac Shoelace,,17-6763-50084,SHERBORNE,Yearlings,700,45.2,-78.75,275
-8770862.67960203,5646745.48013483,Bancroft District,2016,Brook Trout,Silver Buck Lake,lac Silver Buck,,17-6736-50031,SHERBORNE,Yearlings,1500,45.16,-78.79,276
-8770862.67960203,5646745.48013483,Bancroft District,2016,Brook Trout,Silver Doe Lake,lac Silver Doe,,17-6734-50036,SHERBORNE,Yearlings,500,45.16,-78.79,277
-8623920.9517549,5623095.9189356,Bancroft District,2016,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,3900,45.01,-77.47,278
-8623920.9517549,5623095.9189356,Bancroft District,2016,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,233,45.01,-77.47,279
-8560468.84200274,5634124.65369923,Bancroft District,2016,Brook Trout,South Quinn Lake,lac Quinn Sud,,18-3496-49939,SOUTH CANONTO,Yearlings,2600,45.08,-76.9,280
-8558242.45218687,5632548.29355632,Bancroft District,2016,Brook Trout,Spot Lake,lac Spot,,18-3517-49928,SOUTH CANONTO,Yearlings,400,45.07,-76.88,281
-8563808.42672654,5627820.86720405,Bancroft District,2016,Brook Trout,Spring Lake,lac Spring,,18-3478-49900,MILLER,Yearlings,400,45.04,-76.93,282
-8563808.42672654,5642010.59611231,Bancroft District,2016,Brook Trout,Sullivan Lake,lac Sullivan,,18-3477-49998,NORTH CANONTO,Yearlings,1125,45.13,-76.93,283
-8606109.83322798,5651482.85787879,Bancroft District,2016,Brook Trout,Thirty Eight Lake,lac Thirty Eight,,18-3179-50074,DENBIGH,Yearlings,450,45.19,-77.31,284
-8698505.0105864,5708527.33860456,Bancroft District,2016,Brook Trout,Tuya Lake,lac Tuya,,17-7229-50479,AIRY,Yearlings,450,45.55,-78.14,285
-8690712.64623087,5623095.9189356,Bancroft District,2016,Brook Trout,Twin Lakes,lacs Twin,,17-7304-49880,CARDIFF,Yearlings,2650,45.01,-78.07,286
-8637279.2906501,5591659.30616487,Bancroft District,2016,Brook Trout,Twinpine Lakes,lacs Twinpine,,18-2944-49657,TUDOR,Yearlings,650,44.81,-77.59,287
-8620581.3670311,5642010.59611231,Bancroft District,2016,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,750,45.13,-77.44,288
-8620581.3670311,5642010.59611231,Bancroft District,2016,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,1250,45.13,-77.44,289
-8691825.8411388,5718070.20077516,Bancroft District,2016,Brook Trout,Wish Lake,lac Wish,,17-7274-50554,MURCHISON,Yearlings,1350,45.61,-78.08,290
-8667335.55316428,5678375.29210697,Bancroft District,2016,Brook Trout,Yuill Lake,lac Yuill,,18-2757-50271,WICKLOW,Yearlings,1650,45.36,-77.86,291
-8750825.17125924,5602649.68397995,Bancroft District,2016,Brown Trout,Drag River,rivière Drag,,17-6882-49744,SNOWDON,Yearlings,350,44.88,-78.61,292
-8692939.03604673,5566588.42148956,Bancroft District,2016,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2500,44.65,-78.09,293
-8753051.5610751,5591659.30616487,Bancroft District,2016,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,350,44.81,-78.63,294
-8753051.5610751,5591659.30616487,Bancroft District,2016,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,300,44.81,-78.63,295
-8553789.67255514,5627820.86720405,Bancroft District,2016,Brown Trout,Summit Lake,lac Summit,,18-3549-49895,SOUTH CANONTO,Yearlings,4275,45.04,-76.84,296
-8560468.84200274,5635701.28976242,Bancroft District,2016,Brown Trout,West Quinn Lake,lac Quinn Ouest,,18-3492-49939,SOUTH CANONTO,Yearlings,1000,45.09,-76.9,297
-8666222.35825635,5624670.62658942,Bancroft District,2016,Lake Trout,Bay Lake,lac Bay,,18-2749-49893,FARADAY,Yearlings,700,45.02,-77.85,298
-8691825.8411388,5660965.11025166,Bancroft District,2016,Lake Trout,Big Mink Lake,grand lac Mink,,17-7292-50149,MCCLURE,Yearlings,400,45.25,-78.08,299
-8571600.79108207,5629396.40045314,Bancroft District,2016,Lake Trout,Big Ohlmann Lake,grand lac Ohlmann,,18-3420-49908,MILLER,Yearlings,400,45.05,-77,300
-8671788.33279601,5719661.66994027,Bancroft District,2017,Brook Trout,,,Paradise Lake (Unofficial Name),18-2733-50561,DICKENS,Yearlings,450,45.62,-77.9,301
